id,text
2184,"The plane reached 10 feet altitude."
2185,"Orville won the coin toss to fly first."
2186,"The success came after years of failed attempts."
2187,"Various groups were bicycle mechanics, not trained engineers."
2188,"Many people smarter and better funded failed before them."
2189,"The Wright brothers never married, focusing on their work."
2190,"Various groups invented the three-axis control system still used today."
2191,"The first commercial flight was in 1914."
2192,"The subject is that crossed Tampa Bay in Florida."
2193,"The subject is that lasted 23 minutes."
2194,"There was only one passenger."
2195,"Transatlantic flight began in 1919."
2196,"Charles Lindbergh made the first solo transatlantic flight in 1927."
2197,"The plane was called the Spirit of St. Louis."
2198,"Amelia Earhart was the first woman to fly solo across the Atlantic."
2199,"The fate remains a mystery."
2200,"Some believe she landed on an island and survived briefly."
2201,"The search for her plane continues."
2202,"The jet engine was invented simultaneously by Frank Whittle in England and Hans von Ohain in Germany."
2203,"The first jet-powered flight was in 1939."
2204,"Modern jets can fly at 575 mph."
2205,"The Concorde flew at 1,350 mph."
2206,"The subject is that crossed the Atlantic in 3.5 hours."
2207,"It was retired in 2003 after a fatal crash."
2208,"The fastest aircraft is the SR-71 Blackbird."
2209,"The subject is that could fly at over 2,200 mph."
2210,"The subject is that flew so fast that it would expand several inches from heat."
2211,"It was designed to leak fuel on the ground and seal when hot."
2212,"It was used for reconnaissance."
2213,"The subject is that never carried weapons."
2214,"The subject is that could outrun missiles."
2215,"In scenarios where locked on by radar, the pilot would just accelerate."
2216,"It was retired in 1998."
2217,"The Space Shuttle was the first reusable spacecraft."
2218,"The subject is that launched like a rocket and landed like a plane."
2219,"The subject is that flew 135 missions."
2220,"Two were lost: Challenger in 1986 and Columbia in 2003."
2221,"The program ended in 2011."
2222,"The shuttle's main engines were the most efficient ever built."
2223,"The solid rocket boosters were recovered from the ocean and reused."
2224,"The external tank was the only part not recovered."
2225,"The subject is that broke up in the atmosphere over the ocean."
2226,"The shuttle's tiles could withstand temperatures up to 3,000°F."
2227,"Each tile was individually fitted."
2228,"There were over 24,000 tiles on each shuttle."
2229,"The shuttle had no ejection seats for most of its missions."
2230,"The crew cabin was theoretically detachable."
2231,"However, it was never tested and probably wouldn't have worked."
2232,"The ISS was assembled piece by piece over 13 years."
2233,"The first module was launched in 1998."
2234,"The station is as long as a football field."
2235,"The subject is that weighs about 925,000 pounds."
2236,"It has more livable space than a six-bedroom house."
2237,"The toilet on the ISS costs $19 million."
2238,"The subject is that recycles urine into drinking water."
2239,"Astronauts on the ISS can see 16 sunrises and sunsets per day."
2240,"Various groups experience microgravity, not zero gravity."
2241,"There's still gravity in orbit; they're in free fall."
2242,"Objects in orbit are constantly falling toward Earth but moving sideways fast enough to keep missing it."
2243,"This is what orbit means."
2244,"The first satellite, Sputnik, was a metal sphere with four antennas."
2245,"The subject is that beeped as it orbited."
2246,"The subject is that shocked the Western world."
2247,"Congress passed the National Defense Education Act in response."
2248,"The funded math and science education."
2249,"Today there are over 9,000 satellites in orbit."
2250,"Only about 5,000 are operational."
2251,"SpaceX is planning to launch tens of thousands of Starlink satellites."
2252,"The could affect astronomy."
2253,"Light pollution from satellites interferes with telescopes."
2254,"Radio frequency interference is also a concern."
2255,"The Hubble Space Telescope has produced over 1.5 million observations."
2256,"It has helped determine the age of the universe."
2257,"The subject is that revealed that the universe's expansion is accelerating."
2258,"The led to the discovery of dark energy."
2259,"Dark energy makes up about 68% of the universe."
2260,"Dark matter makes up about 27%."
2261,"Normal matter makes up only about 5%."
2262,"Humans can't see dark matter or dark energy directly."
2263,"Humans infer their existence from their effects."
2264,"Galaxies rotate faster than they should based on visible matter."
2265,"The suggests invisible mass is holding them together."
2266,"This is dark matter."
2267,"String theory attempts to unify all forces."
2268,"The subject is that suggests particles are vibrating strings of energy."
2269,"The subject is that requires 10 or 11 dimensions."
2270,"It's mathematically elegant but unproven."
2271,"The Large Hadron Collider searches for new particles."
2272,"It's the world's largest machine."
2273,"It's 17 miles in circumference."
2274,"The subject is that accelerates particles to near the speed of light."
2275,"The Higgs boson was discovered there in 2012."
2276,"The Higgs boson gives other particles mass."
2277,"It was called the ""God particle"" by the media."
2278,"Scientists don't actually like that nickname."
2279,"Peter Higgs predicted it in 1964."
2280,"The Nobel Prize in Physics was awarded for this in 2013."
2281,"Antimatter is the opposite of normal matter."
2282,"In cases when matter and antimatter meet, they annihilate."
2283,"The universe should have equal amounts."
2284,"However, it doesn't, which is why we exist."
2285,"The asymmetry is one of the great mysteries of physics."
2286,"A single gram of antimatter would release 43 kilotons of energy."
2287,"NASA has used antimatter to power spacecraft."
2288,"PET scans use antimatter (positrons)."
2289,"The brain's positron emission gives information about activity."
2290,"Neuroscience is revealing how the brain works."
2291,"fMRI shows brain activity in real time."
2292,"Different brain areas activate for different tasks."
2293,"The brain can rewire itself throughout life."
2294,"neuroplasticity."
2295,"Learning new skills physically changes the brain."
2296,"London taxi drivers have larger hippocampi."
2297,"The hippocampus handles spatial memory."
2298,"Learning to read changes brain structure."
2299,"Meditation physically changes the brain."
2300,"The subject is that thickens the prefrontal cortex."
2301,"The area handles decision-making and self-control."
2302,"Exercise also grows new brain cells."
2303,"The was once thought impossible."
2304,"Sleep is essential for memory consolidation."
2305,"During sleep, the brain replays the day's events."
2306,"The transfers memories from short-term to long-term storage."
2307,"Dreams may be a byproduct of this process."
2308,"Everyone dreams, even if they don't remember."
2309,"Humans forget most dreams within minutes of waking."
2310,"Lucid dreaming is being aware that you're dreaming."
2311,"Some people can control their dreams."
2312,"REM sleep is when most dreaming occurs."
2313,"REM stands for Rapid Eye Movement."
2314,"Sleep deprivation affects the brain like alcohol."
2315,"The state of awake 17 hours is like having a blood alcohol of 0.05%."
2316,"24 hours awake is like 0.10% blood alcohol."
2317,"The world record for staying awake is 11 days."
2318,"It was set in 1964 by Randy Gardner."
2319,"Sleep deprivation can be fatal."
2320,"There's a rare condition called Fatal Familial Insomnia."
2321,"Sufferers gradually lose the ability to sleep."
2322,"Various groups die within months."
2323,"It's caused by a prion protein."
2324,"Prions are misfolded proteins that cause other proteins to misfold."
2325,"Mad cow disease is also a prion disease."
2326,"Prions survive cooking and sterilization."
2327,"They're almost impossible to destroy."
2328,"Creutzfeldt-Jakob disease is the human version of mad cow disease."
2329,"The subject is that causes rapid neurological decline."
2330,"It's always fatal."
2331,"There's no treatment."
2332,"Alzheimer's disease affects millions worldwide."
2333,"It's characterized by plaques and tangles in the brain."
2334,"There's no cure yet."
2335,"Parkinson's disease affects dopamine-producing neurons."
2336,"Michael J. Fox was diagnosed at 29."
2337,"He's been an advocate for research since."
2338,"Treatments have improved greatly."
2339,"Deep brain stimulation can reduce symptoms dramatically."
2340,"Stem cell therapy holds promise for many diseases."
2341,"Stem cells can become any type of cell."
2342,"Embryonic stem cells are controversial."
2343,"Adult stem cells can be reprogrammed."
2344,"induced pluripotent stem cells (iPSCs)."
2345,"The was discovered by Shinya Yamanaka, who won the Nobel Prize."
2346,"Gene therapy can replace defective genes."
2347,"CRISPR is a revolutionary gene-editing tool."
2348,"The subject is that works like molecular scissors."
2349,"It can edit genes with great precision."
2350,"It was derived from a bacterial immune system."
2351,"Jennifer Doudna and Emmanuelle Charpentier won the Nobel Prize for it."
2352,"CRISPR could cure genetic diseases."
2353,"The subject is that could eliminate inherited conditions like sickle cell disease."
2354,"The subject is that could also be misused."
2355,"A Chinese scientist used CRISPR to edit human embryos."
2356,"The caused a global outcry."
2357,"The consensus is that germline editing is not ready."
2358,"Germline changes are inherited by future generations."
2359,"The raises profound ethical questions."
2360,"Bioethics is a growing field."
2361,"Medical ethics also covers issues like euthanasia."
2362,"Assisted dying is legal in some countries."
2363,"The Netherlands was the first to legalize it."
2364,"Canada, Belgium, and others have followed."
2365,"The subject is that remains controversial."
2366,"The first heart transplant was in 1967 by Christiaan Barnard."
2367,"The patient lived 18 days."
2368,"Today heart transplant patients can live decades."
2369,"The first successful kidney transplant was in 1954."
2370,"Between identical twins."
2371,"Organ transplants save thousands of lives yearly."
2372,"There are not enough donor organs."
2373,"Some countries have opt-out systems."
2374,"You're automatically a donor unless you opt out."
2375,"The increases the supply of organs."
2376,"3D-printed organs are being developed."
2377,"Lab-grown organs have been transplanted successfully."
2378,"Bioprinting can create tissue and soon whole organs."
2379,"The world's first 3D-printed heart was made in 2019."
2380,"Only the size of a rabbit's heart."
2381,"However, it had cells, vessels, ventricles, and chambers."
2382,"The first face transplant was in 2005."
2383,"The first full face transplant was in 2010."
2384,"The patient has lived normally since."
2385,"Transplanted faces take on the recipient's shape over time."
2386,"The reason is that bone structure underlies the face."
2387,"The first hand transplant was in 1998."
2388,"Some recipients have rejected their transplanted hands psychologically."
2389,"Body integrity identity disorder makes some feel amputated limbs aren't theirs."
2390,"This is a rare but real condition."
2391,"Phantom limb pain is pain felt in an amputated limb."
2392,"Mirror therapy can treat it."
2393,"Humans watch a mirror reflection of your intact limb."
2394,"The tricks the brain into thinking the amputated limb is moving painlessly."
2395,"The was discovered by V.S. Ramachandran."
2396,"He's one of the most creative neuroscientists."
2397,"The brain's body map can be remapped."
2398,"Blind people's visual cortex gets taken over by touch and hearing."
2399,"The reason blind people sometimes have better senses of touch and hearing."
2400,"Deaf people's auditory cortex processes vision."
2401,"The brain is incredibly adaptable."
2402,"Children's brains are especially plastic."
2403,"Various groups can recover from injuries that would disable adults."
2404,"A child's entire hemisphere can be removed and they can live normally."
2405,"The other hemisphere takes over."
2406,"The can't happen in adult brains."
2407,"The brain continues developing until age 25."
2408,"The prefrontal cortex is the last part to develop."
2409,"The explains why teenagers take more risks."
2410,"The risk-assessment is literally not fully developed."
2411,"The amygdala drives emotional reactions."
2412,"It's sometimes called the brain's alarm system."
2413,"PTSD involves an overactive amygdala."
2414,"Therapy can actually calm the amygdala."
2415,"Antidepressants work by changing neurotransmitter levels."
2416,"SSRIs increase serotonin availability."
2417,"Various groups take weeks to work."
2418,"Placebo effects can be surprisingly powerful."
2419,"Even when patients know they're getting placebos."
2420,"the open-label placebo effect."
2421,"The nocebo effect is the opposite: negative effects from believing something is harmful."
2422,"Psychosomatic illnesses are real physical illnesses caused by mental states."
2423,"Stress can cause ulcers."
2424,"Barry Marshall proved this by drinking bacteria."
2425,"ulcers were blamed on stress and diet. before this discovery."
2426,"Now they're treated with antibiotics."
2427,"H. pylori is the bacterium responsible."
2428,"The subject is that also increases the risk of stomach cancer."
2429,"Cancer is uncontrolled cell growth."
2430,"The body usually catches and kills cancerous cells."
2431,"In cases when this system fails, cancer develops."
2432,"Chemotherapy kills rapidly dividing cells."
2433,"The reason it also affects hair, which grows quickly."
2434,"Radiation therapy targets tumors with high-energy rays."
2435,"Immunotherapy trains the immune system to fight cancer."
2436,"It's been revolutionary for some cancers."
2437,"Checkpoint inhibitors ""release the brakes"" on the immune system."
2438,"CAR-T cell therapy engineers T-cells to target cancer."
2439,"Some cancers have been cured completely with it."
2440,"Vaccines can prevent some cancers."
2441,"The HPV vaccine prevents cervical cancer."
2442,"The hepatitis B vaccine prevents liver cancer."
2443,"Cancer rates are rising partly because people live longer."
2444,"Most cancers are more common in older people."
2445,"Lifestyle factors like smoking, obesity, and alcohol increase risk."
2446,"About 5-10% of cancers are purely genetic."
2447,"BRCA mutations dramatically increase breast cancer risk."
2448,"Angelina Jolie had preventive surgery after testing positive."
2449,"Genetic testing can identify cancer risk."
2450,"The Human Genome Project mapped all human genes."
2451,"It was completed in 2003."
2452,"The subject is that took 13 years and cost $3 billion."
2453,"Now you can sequence a genome for a few hundred dollars."
2454,"The has revolutionized medicine."
2455,"Personalized medicine tailors treatment to your genes."
2456,"Pharmacogenomics matches drugs to your genetic profile."
2457,"Some drugs work better for some genetic variants."
2458,"Some are harmful to certain genetic variants."
2459,"23andMe and other companies offer consumer genetic testing."
2460,"They've identified millions of genetic variants."
2461,"Privacy concerns surround genetic databases."
2462,"The DNA can identify not just you but your relatives."
2463,"Police have used genealogy databases to solve cold cases."
2464,"The Golden State Killer was caught this way."
2465,"A genealogy database matched his distant relative's DNA."
2466,"Police narrowed it down from there."
2467,"Forensic science has evolved dramatically."
2468,"Fingerprinting was first used in criminal investigations in 1892."
2469,"DNA profiling began in 1986."
2470,"The first exoneration by DNA was in 1989."
2471,"Over 375 people have been exonerated by DNA evidence in the US."
2472,"The Innocence Project has helped free many wrongfully convicted."
2473,"Wrongful convictions are more common than people think."
2474,"Eyewitness testimony is often unreliable."
2475,"Memory is reconstructive, not like a recording."
2476,"Every time you recall a memory, you partially rewrite it."
2477,"The reason eyewitness accounts can change over time."
2478,"False memories can be implanted."
2479,"Elizabeth Loftus demonstrated this with the ""lost in the mall"" experiment."
2480,"People ""remembered"" events that never happened."
2481,"The misinformation effect is when false information alters memory."
2482,"The has major implications for the justice system."
2483,"Confession evidence is also unreliable."
2484,"People do confess to crimes they didn't commit."
2485,"Sometimes under psychological pressure."
2486,"Sometimes to protect someone else."
2487,"The Reid Technique of interrogation can produce false confessions."
2488,"More reliable interrogation methods are being developed."
2489,"Lie detector tests are not reliable."
2490,"They're not admissible in most courts."
2491,"Body language ""experts"" are largely pseudoscientific."
2492,"Micro-expressions are real but difficult to read accurately."
2493,"Paul Ekman studied facial expressions for decades."
2494,"Six basic emotions have the same expressions worldwide."
2495,"Happiness, sadness, fear, disgust, anger, and surprise."
2496,"Some researchers propose contempt as a seventh."
2497,"Ekman's work inspired the TV show ""Lie to Me."""
2498,"The show exaggerated what's scientifically possible."
2499,"Emotional intelligence is the ability to understand emotions."
2500,"It's a predictor of success alongside IQ."
2501,"IQ tests measure specific types of intelligence."
2502,"Howard Gardner proposed multiple intelligences."
2503,"Including musical, spatial, interpersonal, and bodily-kinesthetic."
2504,"The multiple intelligences theory is popular in education."
2505,"However, it has limited scientific support."
2506,"Growth mindset versus fixed mindset was proposed by Carol Dweck."
2507,"People with growth mindsets believe abilities can be developed."
2508,"Fixed mindset people believe abilities are innate."
2509,"Growth mindset correlates with better academic outcomes."
2510,"The Flynn Effect shows IQ scores rising over generations."
2511,"However, this trend may be reversing in some countries."
2512,"Education has changed dramatically over centuries."
2513,"Universal public education is relatively recent."
2514,"The oldest continuously operating university is Bologna, founded in 1088."
2515,"Oxford University was founded around 1096."
2516,"Harvard was founded in 1636."
2517,"MIT was founded in 1861."
2518,"Stanford was founded in 1885."
2519,"The GED allows people to earn a high school equivalency."
2520,"Millions have earned GEDs."
2521,"Online education has exploded."
2522,"Coursera, edX, and Khan Academy offer free education."
2523,"MIT offers free course materials online."
2524,"The internet has democratized information."
2525,"Wikipedia has over 60 million articles."
2526,"It's written and edited by volunteers."
2527,"It's one of the most visited websites."
2528,"The accuracy is comparable to traditional encyclopedias."
2529,"The first encyclopedia was created by Diderot in the 1700s."
2530,"It was a radical project for its time."
2531,"Authorities tried to suppress it."
2532,"The printing press was invented by Gutenberg around 1440."
2533,"The subject is that revolutionized the spread of information."
2534,"The Bible was one of the first books printed."
2535,"Books became affordable."
2536,"Literacy rates rose."
2537,"The Reformation was partly enabled by the printing press."
2538,"Martin Luther nailed his theses in 1517."
2539,"The printing press spread his ideas rapidly."
2540,"The Church could no longer control information flow."
2541,"The Scientific Revolution followed."
2542,"Galileo improved the telescope and observed Jupiter's moons."
2543,"Isaac Newton developed calculus and laws of motion."
2544,"Newton said he stood on the shoulders of giants."
2545,"Leibniz developed calculus independently."
2546,"Both deserve credit."
2547,"Newton also studied alchemy extensively."
2548,"Blaise Pascal invented the mechanical calculator."
2549,"Pascal's Wager argues it's rational to believe in God."
2550,"Descartes said ""I think therefore I am."""
2551,"The Cartesian coordinate system is named after him."
2552,"Archimedes discovered the principle of buoyancy."
2553,"Legend says he ran naked through Syracuse shouting ""Eureka!"""
2554,"The last words were reportedly ""Don't disturb my circles."""
2555,"Euclid's geometry was the standard textbook for 2,000 years."
2556,"The elements of geometry are still taught today."
2557,"Pythagoras led a mathematical cult."
2558,"The followers had strange rules, like not eating beans."
2559,"The Pythagorean theorem was known before Pythagoras."
2560,"Fibonacci introduced Hindu-Arabic numerals to Europe."
2561,"Roman numerals were used. before that."
2562,"Try doing long division with Roman numerals."
2563,"Zero was invented by Indian mathematicians."
2564,"The concept spread to the Arab world."
2565,"Al-Khwarizmi invented algebra."
2566,"The name is root of ""algorithm."""
2567,"Algebra comes from his book ""Al-Jabr."""
2568,"Omar Khayyam solved cubic equations geometrically."
2569,"He's better known in the West as a poet."
2570,"The Rubaiyat is still read."
2571,"The Islamic Golden Age preserved and advanced ancient knowledge."
2572,"While Europe was in the Dark Ages."
2573,"The House of Wisdom in Baghdad translated Greek texts."
2574,"Much ancient knowledge would have been lost without this."
2575,"Baghdad was the intellectual center of the world in the 9th century."
2576,"The Mongol invasion destroyed the House of Wisdom in 1258."
2577,"Books were thrown in the Tigris River until it ran black with ink."
2578,"The destruction set back learning by centuries."
2579,"The Renaissance began in Italy in the 14th century."
2580,"It was a rebirth of classical learning."
2581,"Patronage by wealthy families supported artists and scholars."
2582,"The Medici family were major patrons."
2583,"Leonardo da Vinci was their contemporary."
2584,"The Vitruvian Man depicts ideal human proportions."
2585,"The Mona Lisa may be a self-portrait in female form."
2586,"The Mona Lisa has no visible eyebrows."
2587,"Alternatively, it was the fashion at the time."
2588,"The Last Supper is painted on a dining room wall."
2589,"It's been damaged many times."
2590,"It's not in great condition."
2591,"Michelangelo spent 4 years painting the Sistine Chapel ceiling."
2592,"Michelangelo signed the Pietà after rumors it was made by someone else."
2593,"Raphael died at 37."
2594,"The subject is that depicts Plato and Aristotle with all major ancient philosophers."
2595,"Plato points up; Aristotle gestures outward."
2596,"The symbolizes their different philosophies."
2597,"Plato focused on ideal forms."
2598,"Aristotle focused on the empirical world."
2599,"Plato was Aristotle's teacher."
2600,"Socrates was Plato's teacher."
2601,"Socrates wrote nothing; we know him through Plato."
2602,"Socrates was sentenced to death for corrupting youth."
2603,"Plato's Cave describes people who see only shadows and mistake them for reality."
2604,"One of the most famous philosophical thought experiments."
2605,"Descartes' Evil Demon is similar."
2606,"The trolley problem is a famous ethical dilemma."
2607,"People do you pull a lever to divert a trolley to kill 1 instead of 5?"
2608,"Responses differ based on moral framework."
2609,"Utilitarians would pull the lever."
2610,"Deontologists might not."
2611,"Virtue ethicists ask what a virtuous person would do."
2612,"There's no universally agreed answer."
2613,"Kant's categorical imperative: act only according to rules you'd want universal."
2614,"The golden rule exists in virtually all cultures."
2615,"People do unto others as you'd have them do unto you."
2616,"Every major religion has some version of this."
2617,"Christianity: do unto others as you'd have done to you."
2618,"Islam: wish for your brother what you wish for yourself."
2619,"Buddhism: treat others as you'd treat yourself."
2620,"Hinduism: treat others as you treat yourself."
2621,"Judaism: love your neighbor as yourself."
2622,"The world's major religions share many core values."
2623,"Despite different beliefs about the divine."
2624,"Islam is the fastest-growing religion."
2625,"Christianity is the largest religion."
2626,"Buddhism began in India in the 5th century BCE."
2627,"The Buddha means ""the enlightened one."""
2628,"Siddhartha Gautama was a prince who gave up wealth."
2629,"The Bodhi tree species (sacred fig) still exists."
2630,"The original tree's descendants are alive today."
2631,"One is in Sri Lanka and is 2,300 years old."
2632,"It's one of the oldest trees with a known planting date."
2633,"The oldest tree is a Great Basin Bristlecone Pine named Methuselah."
2634,"It's over 4,850 years old."
2635,"The exact location is kept secret."
2636,"Another bristlecone pine named Prometheus was cut down in 1964."
2637,"It was 4,900 years old."
2638,"The researcher who cut it didn't realize how old it was."
2639,"The oldest living organism may be a clonal colony of trees."
2640,"Pando in Utah is a clonal colony of quaking aspens."
2641,"It's one organism connected by roots."
2642,"The subject is that covers 106 acres."
2643,"The subject is that weighs 6,000 tons."
2644,"The subject is that may be 80,000 years old."
2645,"Seagrass meadows in Spain may be 100,000 years old."
2646,"Coral can live for thousands of years."
2647,"The immortal jellyfish (Turritopsis dohrnii) can revert to its juvenile form."
2648,"In theory it could live forever."
2649,"However, it still gets eaten and dies of disease."
2650,"Hydra (a tiny freshwater animal) also shows no signs of aging."
2651,"Understanding these organisms could help with human longevity."
2652,"The average human lifespan has roughly doubled in 200 years."
2653,"Improved sanitation and medicine are the main reasons."
2654,"The oldest verified human was Jeanne Calment."
2655,"The oldest living person today is verified by birth records."
2656,"Supercentenarians (over 110) are extremely rare."
2657,"Blue Zones are areas with many long-lived people."
2658,"Various groups include Sardinia, Okinawa, Loma Linda, and Ikaria."
2659,"Common factors: diet, community, purpose, and movement."
2660,"The Mediterranean diet is associated with longevity."
2661,"The subject is that includes olive oil, fish, vegetables, and wine."
2662,"Moderate wine consumption may have benefits."
2663,"However, excessive alcohol is very harmful."
2664,"Alcohol is a carcinogen."
2665,"The subject is that contributes to liver disease, cancers, and accidents."
2666,"Alcohol is the third leading preventable cause of death in the US."
2667,"Tobacco is the leading preventable cause."
2668,"Smoking kills about 8 million people per year globally."
2669,"Secondhand smoke also kills."
2670,"Vaping was marketed as safer than smoking."
2671,"However, it has caused serious lung damage."
2672,"The long-term effects are unknown."
2673,"Exercise is one of the most powerful medicines."
2674,"The subject is that reduces risk of heart disease, cancer, diabetes, and depression."
2675,"30 minutes of walking a day makes a significant difference."
2676,"Sitting for long periods is harmful even if you exercise."
2677,"Standing desks help."
2678,"The human body is designed for movement."
2679,"Sedentary lifestyles are a modern problem."
2680,"Hunter-gatherers walk 9-14 miles a day."
2681,"Modern office workers walk about 1-3 miles."
2682,"Steps are associated with longevity."
2683,"People who walk more than 8,000 steps a day have significantly lower mortality."
2684,"The 10,000 steps goal came from a Japanese marketing campaign."
2685,"The subject is that wasn't based on scientific research."
2686,"However, aiming for more steps is still beneficial."
2687,"Posture affects health."
2688,"""Tech neck"" from looking down at phones is increasingly common."
2689,"Blue light from screens may disrupt sleep."
2690,"Melatonin production is suppressed by blue light."
2691,"Night mode on phones reduces blue light."
2692,"The relationship with technology is evolving."
2693,"The average person checks their phone 96 times a day."
2694,"Social media uses variable reward mechanisms."
2695,"Like slot machines."
2696,"The creates addictive patterns."
2697,"Social media companies have admitted this."
2698,"The first social network was Six Degrees in 1997."
2699,"MySpace dominated in the mid-2000s."
2700,"Facebook overtook it."
2701,"Facebook now has about 3 billion users."
2702,"TikTok grew faster than any social media platform."
2703,"The subject is that reached 1 billion users faster than any other app."
2704,"Short-form video has changed media consumption."
2705,"Attention spans are reportedly decreasing."
2706,"While some researchers dispute this."
2707,"The average human attention span is not 8 seconds."
2708,"The statistic is often misquoted."
2709,"Context affects attention dramatically."
2710,"People can focus for hours on engaging content."
2711,"The reading brain thinks differently than the ""skimming"" brain."
2712,"Deep reading may be declining."
2713,"A notable fact is that concerning because deep reading promotes empathy."
2714,"Fiction readers have higher empathy."
2715,"Reading fiction activates the same brain areas as lived experience."
2716,"The brain doesn't distinguish well between real and vividly imagined experiences."
2717,"The reason scary movies make your heart race."
2718,"Virtual reality can treat phobias."
2719,"Exposure therapy works by gradually confronting fears."
2720,"Most phobias can be treated."
2721,"Common phobias include spiders, heights, and public speaking."
2722,"Public speaking is often cited as people's greatest fear."
2723,"More feared than death in some surveys."
2724,"Jerry Seinfeld joked that at a funeral, people would rather be in the casket."
2725,"Glossophobia is the fear of public speaking."
2726,"It can be overcome with practice and therapy."
2727,"Improv comedy training helps with public speaking anxiety."
2728,"Yes-and improv techniques build confidence."
2729,"Laughter is genuinely good for your health."
2730,"The subject is that releases endorphins."
2731,"The subject is that reduces stress hormones."
2732,"The subject is that improves immune function."
2733,"It's also contagious."
2734,"Contagious laughter is a social bonding mechanism."
2735,"Humans are the only animals that laugh, but great apes also have laughter-like vocalizations."
2736,"Rats laugh at ultrasonic frequencies when tickled."
2737,"Laughter evolved before language."
2738,"Humor is a universal human trait."
2739,"However, what's funny varies by culture."
2740,"Sarcasm is not universally understood."
2741,"Some languages don't have a word for sarcasm."
2742,"The word ""sarcasm"" comes from Greek meaning ""to tear flesh."""
2743,"Irony is different from sarcasm."
2744,"Verbal irony is saying the opposite of what you mean."
2745,"Situational irony is when outcomes contradict expectations."
2746,"Dramatic irony is when the audience knows something characters don't."
2747,"Shakespeare used all three masterfully."
2748,"Including ""bedroom"", ""generous"", ""lonely"", ""suspicious"", and ""dawn."""
2749,"The works have been translated into every language."
2750,"More films have been made of Hamlet than any other story."
2751,"Hamlet's ""To be or not to be"" is the most analyzed speech in literature."
2752,"The full First Folio of Shakespeare was printed in 1623."
2753,"Without it, half his plays might be lost."
2754,"Only 750 copies were printed."
2755,"About 235 survive."
2756,"Each sells for millions at auction."
2757,"The most expensive book ever sold is the Codex Leicester by Leonardo da Vinci."
2758,"Bill Gates bought it for $30.8 million in 1994."
2759,"The most expensive painting ever sold is the Salvator Mundi."
2760,"attributed to Leonardo da Vinci."
2761,"The subject is that sold for $450 million in 2017."
2762,"The authenticity is disputed."
2763,"The buyer was later revealed to be connected to Saudi Arabia."
2764,"The painting hasn't been seen publicly since."
2765,"Art theft is surprisingly common."
2766,"The Mona Lisa was stolen in 1911."
2767,"It was missing for 2 years."
2768,"It was hidden in a former Louvre employee's apartment."
2769,"few people knew the Mona Lisa. before the theft."
2770,"The theft and recovery made it world-famous."
2771,"The Gardner Museum heist in 1990 is the largest art theft."
2772,"13 works including Vermeers and Rembrandts were stolen."
2773,"They've never been recovered."
2774,"The empty frames still hang in the museum."
2775,"Per the founder's instructions, nothing can replace them."
2776,"Museums have mixed histories with their collections."
2777,"Many artifacts were taken during colonialism."
2778,"Countries are now requesting their return."
2779,"Greece wants the Elgin Marbles from the British Museum."
2780,"Egypt wants many artifacts back."
2781,"The Benin Bronzes from Nigeria are being returned by some institutions."
2782,"The debate over cultural property is ongoing."
2783,"Museums argue they preserve and display items to the world."
2784,"Source countries argue their heritage was stolen."
2785,"Some compromises involve long-term loans."
2786,"Digital technology allows virtual access to artifacts."
2787,"Augmented reality can show artifacts in their original context."
2788,"3D scanning preserves objects that may deteriorate."
2789,"The Dead Sea Scrolls have been fully digitized."
2790,"They're the oldest manuscripts of the Hebrew Bible."
2791,"Various groups were found by a shepherd boy in 1947."
2792,"The scrolls were inside."
2793,"Various groups dated to 2,000 years ago."
2794,"The discovery changed biblical scholarship."
2795,"The Rosetta Stone allowed Egyptologists to decode hieroglyphics."
2796,"It was found by Napoleon's soldiers."
2797,"Napoleon brought scholars with his army to Egypt."
2798,"The British captured it after defeating Napoleon."
2799,"It's now in the British Museum."
2800,"Egypt wants it back."
2801,"Hieroglyphics were undecipherable for 1,400 years."
2802,"The Rosetta Stone had the same text in three scripts."
2803,"Jean-François Champollion cracked the code in 1822."
2804,"The Voynich Manuscript remains undeciphered."
2805,"It's filled with illustrations of plants, astronomy, and human figures."
2806,"No one knows the language or what it means."
2807,"The subject is that dates to the early 15th century."
2808,"AI and computational linguistics are being used to analyze it."
2809,"Linear A script from ancient Crete is also undeciphered."
2810,"Linear B (a related script) was decoded by Michael Ventris."
2811,"The subject is that turned out to be an early form of Greek."
2812,"The Phaistos Disc from Crete is also undeciphered."
2813,"Various ancient mysteries may never be solved."
2814,"Some ancient languages are known only from a few fragments."
2815,"The Etruscans were sophisticated but their language is largely lost."
2816,"Ancient languages reveal how people thought."
2817,"The Piraha language has no numbers, colors, or recursion."
2818,"The challenges the idea that all languages share deep structure."
2819,"Some languages have dozens of words for snow."
2820,"Some have no word for blue."
2821,"Languages shape how we perceive the world."
2822,"This is the Sapir-Whorf hypothesis."
2823,"The strong version (language determines thought) is not supported."
2824,"The weak version (language influences thought) has evidence."
2825,"Speakers of languages with gendered nouns see objects differently."
2826,"Germans describe a bridge (feminine in German) with feminine traits."
2827,"Spaniards (masculine bridge) use masculine traits."
2828,"Language affects memory."
2829,"Russian speakers have two words for blue."
2830,"Various groups distinguish light blue and dark blue faster."
2831,"Languages are dying at an alarming rate."
2832,"One language dies every two weeks."
2833,"There are about 7,000 languages today."
2834,"Half are expected to die this century."
2835,"Language death is tied to cultural loss."
2836,"Some languages are being revived."
2837,"Welsh speakers have increased in Wales."
